sorteo,fecha,ventas_totales,boletos_estimados,LOTO_n1,LOTO_n2,LOTO_n3,LOTO_n4,LOTO_n5,LOTO_n6,LOTO_comodin,LOTO_GANADORES,LOTO_MONTO,LOTO_POZO_ACUMULADO,LOTO_POZO_REAL,RECARGADO_n1,RECARGADO_n6,RECARGADO_6_ACIERTOS_GANADORES,RECARGADO_POZO_ACUMULADO,REVANCHA_n1,REVANCHA_n6,REVANCHA_GANADORES,REVANCHA_POZO_ACUMULADO,DESQUITE_n1,DESQUITE_n6,DESQUITE_GANADORES,DESQUITE_POZO_ACUMULADO,AHORA_SI_QUE_SI_n1,AHORA_SI_QUE_SI_n6,AHORA_SI_QUE_SI_GANADORES,AHORA_SI_QUE_SI_ACUMULADO,SUPER_DUPLA_2_ACIERTOS_COMODIN_MONTO,REVANCHA_n5,SUPER_QUINA_5_ACIERTOS_COMODIN_MONTO,RECARGADO_n4,JUBILAZO_2_n6,JUBILAZO_1_n2,JUBILAZO_1_pos4,TERNA_3_ACIERTOS_POZO_REAL,JUBILAZO_1_n6,DESQUITE_MONTO,DESQUITE_n3,DESQUITE_pos5,AHORA_SI_QUE_SI_pos4,AHORA_SI_QUE_SI_n4,DESQUITE_n5,REVANCHA_pos2,QUINA_5_ACIERTOS_MONTO,JUBILAZO_1_n1,DESQUITE_POZO_REAL,QUINA_5_ACIERTOS_GANADORES,REVANCHA_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_GANADORES,RECARGADO_pos4,MULTIPLICAR_pos1,JUBILAZO_2_pos6,LOTO_pos2,REVANCHA_MONTO,REVANCHA_n2,RECARGADO_n3,DESQUITE_pos3,JUBILAZO_2_n2,AHORA_SI_QUE_SI_pos6,LOTO_pos5,DESQUITE_n2,RECARGADO_pos3,REVANCHA_POZO_REAL,mes,dia_semana,RECARGADO_pos5,JUBILAZO_1_pos6,MULTIPLICAR_n1,JUBILAZO_1_n5,AHORA_SI_QUE_SI_pos1,JUBILAZO_1_pos3,SUPER_QUINA_5_ACIERTOS_COMODIN_POZO_REAL,CUATERNA_4_ACIERTOS_GANADORES,TERNA_3_ACIERTOS_GANADORES,DESQUITE_pos1,AHORA_SI_QUE_SI_n5,JUBILAZO_2_n3,RECARGADO_6_ACIERTOS_POZO_REAL,RECARGADO_6_ACIERTOS_MONTO,RECARGADO_pos2,REVANCHA_pos4,JUBILAZO_2_pos5,DESQUITE_pos2,SUPER_TERNA_3_ACIERTOS_COMODIN_POZO_REAL,SUPER_CUATERNA_4_ACIERTOS_COMODIN_MONTO,JUBILAZO_1_pos2,RECARGADO_pos6,DESQUITE_n4,SUPER_TERNA_3_ACIERTOS_COMODIN_MONTO,LOTO_pos6,LOTO_pos3,SUPER_DUPLA_2_ACIERTOS_COMODIN_GANADORES,SUPER_CUATERNA_4_ACIERTOS_COMODIN_GANADORES,REVANCHA_pos5,JUBILAZO_2_pos1,anio,REVANCHA_pos1,TERNA_3_ACIERTOS_MONTO,JUBILAZO_2_n1,SUPER_DUPLA_2_ACIERTOS_COMODIN_POZO_REAL,AHORA_SI_QUE_SI_pos3,CUATERNA_4_ACIERTOS_POZO_REAL,RECARGADO_n5,dia,JUBILAZO_1_n3,AHORA_SI_QUE_SI_n2,SUPER_CUATERNA_4_ACIERTOS_COMODIN_POZO_REAL,JUBILAZO_2_n4,AHORA_SI_QUE_SI_n3,REVANCHA_n3,LOTO_pos1,AHORA_SI_QUE_SI_pos5,OTRO_n1,CUATERNA_4_ACIERTOS_MONTO,QUINA_5_ACIERTOS_POZO_REAL,JUBILAZO_2_pos4,JUBILAZO_1_pos5,JUBILAZO_2_pos3,JUBILAZO_2_pos2,LOTO_pos4,JUBILAZO_1_pos1,REVANCHA_pos6,JUBILAZO_1_n4,DESQUITE_pos6,OTRO_pos1,REVANCHA_pos3,JUBILAZO_2_n5,AHORA_SI_QUE_SI_pos2,RECARGADO_n2,DESQUITE_pos4,RECARGADO_pos1,SUPER_QUINA_5_ACIERTOS_COMODIN_GANADORES
3846,2016-04-12 20:00:00,0,0,7,9,22,29,31,40,39,0,0,0,0,,,0,,10,38,0,,5,33,0,,1,31,,,5166000,34,17928530,,,6,11,0,31,0,13,23,28,28,23,15,3476100,2,0,10,25,690,,3,,9,0,15,,13,,31,31,9,,0,4,Tuesday,,31,3,30,1,8,0,771,11399,5,30,,0,0,,25,,9,0,3476160,6,,18,3477600,40,22,5166,24,34,,2016,10,11968950,,0,17,0,,12,8,5,0,,17,17,7,30,,3924390,0,,30,,,29,2,38,11,33,,17,,5,,18,,1
3847,2016-04-14 20:00:00,0,0,1,2,3,7,11,34,14,0,0,0,0,,,0,,4,33,0,,15,41,0,,5,39,,,11068000,32,0,,,17,31,0,41,0,19,33,25,25,33,16,3501680,9,0,37,30,1563,,2,,2,0,16,,19,,39,11,17,,0,4,Thursday,,41,2,32,5,22,0,1367,16495,15,36,,0,0,,30,,17,0,3501750,17,,20,3501120,34,3,11068,75,32,,2016,4,17319750,,0,24,0,,14,22,8,0,,24,22,1,36,,3499520,0,,32,,,7,9,33,31,41,,22,,8,,20,,0
3848,2016-04-17 20:00:00,0,0,11,12,15,16,18,37,38,0,0,0,0,,,2,,5,29,0,,5,39,0,,13,41,,,6306000,21,13571260,,,13,17,0,33,0,16,31,30,30,31,7,4641120,8,0,16,14,723,,2,,12,0,7,,16,,41,18,10,,0,4,Sunday,,33,2,30,13,16,0,686,12456,5,39,,0,167757740,,14,,10,0,4640960,13,,18,4641660,37,15,6306,32,21,,2016,5,14573520,,0,25,0,,17,16,24,0,,25,10,11,39,,4644220,0,,30,,,16,8,29,17,39,,10,,24,,18,,1
3849,2016-04-19 20:00:00,0,0,6,13,14,19,20,21,9,0,0,0,0,,,0,,14,39,0,,8,30,0,,5,30,,,14564000,36,0,,,11,14,0,33,0,14,21,22,22,21,20,3843370,3,0,29,29,2078,,2,,13,0,20,,14,,30,20,12,,0,4,Tuesday,,33,2,30,5,13,0,973,13467,8,23,,0,0,,29,,12,0,3842930,11,,17,3844300,21,14,14564,103,36,,2016,14,14140350,,0,8,0,,19,13,6,0,,8,26,6,23,,3843350,0,,30,,,19,3,39,14,30,,26,,6,,17,,0
3850,2016-04-21 20:00:00,0,0,6,14,18,24,27,41,20,0,0,0,0,,,1,,7,32,0,,14,25,1,,1,26,,,9277000,29,13709290,,,16,25,0,41,199423908,19,24,11,11,24,12,4382250,6,0,25,18,1134,,2,,14,0,12,,19,,26,27,15,,0,4,Thursday,,41,2,31,1,19,0,958,14191,14,24,,0,86558230,,18,,15,0,4381900,16,,21,4377240,41,18,9277,58,29,,2016,7,14900550,,0,6,0,,21,19,4,0,,6,15,6,24,,4387640,0,,31,,,24,6,32,25,25,,15,,4,,21,,1
3851,2016-04-24 20:00:00,0,0,12,13,15,22,31,37,39,0,0,0,0,,,0,,5,41,0,,2,36,0,,4,37,,,8394000,36,0,,,10,15,0,31,0,11,18,31,31,18,17,5760150,8,0,15,35,938,,2,,13,0,17,,11,,37,31,7,,0,4,Sunday,,31,2,21,4,11,0,970,15643,2,33,,0,0,,35,,7,0,5760300,10,,13,5759320,37,15,8394,30,36,,2016,5,18145880,,0,27,0,,24,11,25,0,,27,18,12,33,,6004300,0,,21,,,22,8,41,15,36,,18,,25,,13,,0
3852,2016-04-26 20:00:00,0,0,15,21,24,28,33,34,14,0,0,0,0,,,0,,5,22,0,,10,40,0,,17,37,,,13482000,19,0,,,6,31,0,39,0,13,24,26,26,24,6,5423880,2,0,21,17,1574,,2,,21,0,6,,13,,37,33,12,,0,4,Tuesday,,39,2,33,17,23,0,936,15716,10,27,,0,0,,17,,12,0,5423760,6,,21,5430300,34,24,13482,54,19,,2016,5,17130440,,0,22,0,,26,23,19,0,,22,16,15,27,,5428800,0,,33,,,28,2,22,31,40,,16,,19,,21,,0
3853,2016-04-28 20:00:00,0,0,5,7,11,17,26,34,19,0,0,0,0,,,0,,12,38,0,,3,41,1,,1,30,,,20393000,34,31059700,,,6,17,0,29,199423908,13,17,21,21,17,23,7452000,1,0,72,29,3037,,6,,7,0,23,,13,,30,26,4,,0,4,Thursday,,29,6,23,1,15,0,2516,31654,3,29,,0,0,,29,,4,0,7452060,6,,14,7440650,34,11,20393,154,34,,2016,12,33236700,,0,6,0,,28,15,5,0,,6,25,5,29,,7447360,0,,23,,,17,1,38,17,41,,25,,5,,14,,2
3854,2016-05-01 20:00:00,0,0,2,5,9,14,21,27,19,1,2594461530,0,0,,,0,,13,35,0,,11,41,1,,18,32,,,23446000,32,12845160,,,10,24,0,38,199423908,23,31,27,27,31,16,7707120,4,0,136,28,3855,,3,,5,0,16,,23,,32,21,13,,0,5,Sunday,,38,3,30,18,20,0,3606,38502,11,29,,0,0,,28,,13,0,7707040,10,,30,7710000,27,9,23446,232,32,,2016,13,40427100,,0,21,0,,1,20,20,0,,21,21,2,29,,7716840,0,,30,,,14,4,35,24,41,,21,,20,,30,,6
3855,2016-05-03 20:00:00,0,0,4,5,6,7,37,40,34,0,0,0,0,,,0,,14,41,0,,11,39,0,,6,38,,,5486000,33,0,,,3,24,0,40,0,13,26,22,22,26,16,3266100,1,0,10,32,524,,2,,5,0,16,,13,,38,37,12,,0,5,Tuesday,,40,2,25,6,4,0,582,9538,11,23,,0,0,,32,,12,0,3266000,3,,19,3264520,40,6,5486,20,33,,2016,14,10301040,,0,18,0,,3,4,16,0,,18,18,4,23,,3654960,0,,25,,,7,1,41,24,39,,18,,16,,19,,0
3856,2016-05-05 20:00:00,0,0,7,10,14,16,19,23,24,0,0,0,0,,,0,,12,36,0,,10,39,0,,2,28,,,8273000,32,0,,,3,14,0,33,0,22,29,19,19,29,17,3093440,1,0,32,29,1119,,3,,10,0,17,,22,,28,19,13,,0,5,Thursday,,33,3,20,2,7,0,952,12373,10,21,,0,0,,29,,13,0,3093420,3,,28,3099630,23,14,8273,66,32,,2016,12,12991650,,0,14,0,,5,7,13,0,,14,28,7,21,,3094000,0,,20,,,16,1,36,14,39,,28,,13,,28,,0
3857,2016-05-08 20:00:00,0,0,4,7,11,14,30,41,28,0,0,0,0,,,0,,7,40,0,,7,40,0,,8,38,,,12162000,36,17403050,,,15,29,0,37,0,20,28,32,32,28,17,4082260,2,0,26,27,1931,,2,,7,0,17,,20,,38,30,8,,0,5,Sunday,,37,2,33,8,23,0,1159,15715,7,33,,0,0,,27,,8,0,4082760,15,,22,4074410,41,11,12162,99,36,,2016,7,16500750,,0,30,0,,8,23,29,0,,30,19,4,33,,4079680,0,,33,,,14,2,40,29,40,,19,,29,,22,,1
3858,2016-05-10 20:00:00,0,0,1,8,19,20,27,30,13,0,0,0,0,,,0,,5,37,0,,4,26,0,,2,38,,,8855000,21,4795020,,,10,20,0,34,0,18,23,35,35,23,15,2876980,1,0,19,20,1206,,2,,8,0,15,,18,,38,27,15,,0,5,Tuesday,,34,2,22,2,17,0,787,9914,4,37,,0,0,,20,,15,0,2876900,10,,22,2882340,30,19,8855,65,21,,2016,5,10409700,,0,28,0,,10,17,14,0,,28,16,1,37,,2880420,0,,22,,,20,1,37,20,26,,16,,14,,22,,2
3859,2016-05-12 20:00:00,0,0,5,17,19,23,27,30,7,0,0,0,0,,,0,,5,30,0,,2,35,0,,4,39,,,14718000,28,0,,,10,16,0,35,0,18,33,23,23,33,12,3269240,9,0,26,25,2442,,3,,17,0,12,,18,,39,27,6,,0,5,Thursday,,35,3,30,4,12,0,1078,12612,2,32,,0,0,,25,,6,0,3269060,10,,29,3272280,30,19,14718,149,28,,2016,5,13242600,,0,21,0,,12,12,5,0,,21,24,5,32,,3266340,0,,30,,,23,9,30,16,35,,24,,5,,29,,0
3860,2016-05-15 21:00:00,0,0,10,14,15,20,28,32,34,0,0,0,0,,,0,,20,38,0,,7,41,0,,6,39,,,8271000,36,0,,,7,23,0,41,0,23,29,16,16,29,22,5152000,1,0,23,35,1028,,6,,14,0,22,,23,,39,28,13,,0,5,Sunday,,41,6,25,6,15,0,1148,16694,7,28,,0,0,,35,,13,0,5151850,7,,28,5150280,32,15,8271,55,36,,2016,20,17528700,,0,15,0,,15,15,13,0,,15,29,10,28,,5808880,0,,25,,,20,1,38,23,41,,29,,13,,28,,0
3861,2016-05-17 21:00:00,0,0,17,20,29,32,38,39,30,0,0,0,0,,,0,,3,41,0,,8,39,0,,2,37,,,6013000,37,0,,,7,13,0,28,0,23,35,20,20,35,7,4012500,1,0,15,32,579,,3,,20,0,7,,23,,37,38,11,,0,5,Tuesday,,28,3,26,2,11,0,481,7955,8,36,,0,0,,32,,11,0,4012560,7,,27,4012470,39,29,6013,24,37,,2016,3,12648450,,0,19,0,,17,11,15,0,,19,22,17,36,,4011540,0,,26,,,32,1,41,13,39,,22,,15,,27,,0
3862,2016-05-19 21:00:00,0,0,6,16,24,31,32,40,3,0,0,0,0,,,0,,10,39,0,,2,41,0,,2,35,,,11112000,34,0,,,14,29,0,40,0,5,15,22,22,15,11,4207800,10,0,10,29,1348,,4,,16,0,11,,5,,35,32,4,,0,5,Thursday,,40,4,36,2,22,0,723,10214,2,25,,0,0,,29,,4,0,4208050,14,,6,4205760,40,24,11112,55,34,,2016,10,13278200,,0,12,0,,19,22,3,0,,12,12,6,25,,4207860,0,,36,,,31,10,39,29,41,,12,,3,,6,,0
3863,2016-05-22 21:00:00,0,0,7,20,22,24,31,34,2,0,0,0,0,,,0,,21,36,0,,17,40,0,,1,35,,,16331000,35,0,,,11,21,0,41,0,33,37,31,31,37,23,5865640,8,0,22,34,2003,,3,,20,0,23,,33,,35,31,28,,0,5,Sunday,,41,3,26,1,19,0,1049,16324,17,33,,0,0,,34,,28,0,5865840,11,,35,5868790,34,22,16331,72,35,,2016,21,18446120,,0,11,0,,22,19,8,0,,11,26,7,33,,5863910,0,,26,,,24,8,36,21,40,,26,,8,,35,,0
3864,2016-05-24 21:00:00,0,0,10,12,13,29,32,40,39,0,0,0,0,,,0,,15,41,0,,5,30,0,,13,30,,,6631000,29,0,,,10,29,0,35,0,16,23,25,25,23,16,4934490,5,0,11,22,784,,7,,12,0,16,,16,,30,32,14,,0,5,Tuesday,,35,7,31,13,16,0,714,11753,5,27,,0,0,,22,,14,0,4934250,10,,22,4931360,40,13,6631,51,29,,2016,15,15513960,,0,21,0,,24,16,17,0,,21,20,10,27,,4933740,0,,31,,,29,5,41,29,30,,20,,17,,22,,0
3865,2016-05-26 21:00:00,0,0,5,6,9,17,19,39,34,0,0,0,0,,,0,,3,35,0,,10,38,0,,4,28,,,8815000,32,0,,,4,27,0,35,0,21,31,13,13,31,6,5111400,1,0,30,23,1178,,7,,6,0,6,,21,,28,19,14,,0,5,Thursday,,35,7,33,4,22,0,1332,20398,10,14,,0,0,,23,,14,0,5111400,4,,23,5112520,39,9,8815,60,32,,2016,3,21417900,,0,9,0,,26,22,8,0,,9,19,5,14,,5847480,0,,33,,,17,1,35,27,38,,19,,8,,23,,0
3866,2016-05-29 21:00:00,0,0,5,8,16,20,37,38,39,0,0,0,0,,,0,,1,34,0,,3,27,0,,9,40,,,9880000,30,65818200,,,3,16,0,23,0,14,20,19,19,20,8,6937920,2,0,27,29,1141,,4,,8,0,8,,14,,40,37,6,,0,5,Sunday,,23,4,22,9,12,0,1257,18283,3,27,,0,0,,29,,6,0,6938040,3,,15,6937280,38,16,9880,57,30,,2016,1,21756770,,0,18,0,,29,12,17,0,,18,22,5,27,,7705410,0,,22,,,20,2,34,16,27,,22,,17,,15,,1
3867,2016-05-31 21:00:00,0,0,3,17,26,27,28,39,20,0,0,0,0,,,0,,7,39,0,,5,38,0,,1,38,,,0,27,7132070,,,5,22,0,27,0,16,32,17,17,32,9,4279200,2,0,38,22,0,,1,,17,0,9,,16,,38,28,9,,0,5,Tuesday,,27,1,26,1,13,0,0,0,5,27,,0,0,,22,,9,0,4279360,5,,23,0,39,26,0,79,27,,2016,7,0,,0,8,0,,31,13,5,0,,8,16,3,27,,0,0,,26,,,27,2,39,22,38,,16,,5,,23,,1
3868,2016-06-02 21:00:00,0,0,3,5,13,18,27,38,8,0,0,0,0,,,0,,5,35,0,,12,41,0,,1,35,,,13041000,28,6677880,,,17,25,0,41,0,18,33,21,21,33,17,4006800,10,0,35,19,2186,,3,,5,0,17,,18,,35,27,16,,0,6,Thursday,,41,3,27,1,22,0,1345,16698,12,34,,0,0,,19,,16,0,4007280,17,,31,4000380,38,13,13041,118,28,,2016,5,17532900,,0,9,0,,2,22,5,0,,9,18,3,34,,4008100,0,,27,,,18,10,35,25,41,,18,,5,,31,,3
3869,2016-06-05 21:00:00,0,0,5,7,9,15,33,35,18,0,0,0,0,,,0,,1,24,0,,6,37,0,,8,37,,,19118000,22,9610900,,,15,29,0,37,0,15,36,29,29,36,2,5766330,1,0,69,16,2810,,2,,7,0,2,,15,,37,33,8,,0,6,Sunday,,37,2,33,8,28,0,2253,27087,6,33,,0,0,,16,,8,0,5767190,15,,30,5760500,35,9,19118,143,22,,2016,1,28441350,,0,19,0,,5,28,12,0,,19,15,5,33,,5767680,0,,33,,,15,1,24,29,37,,15,,12,,30,,5
3870,2016-06-07 21:00:00,0,0,2,18,19,21,30,40,20,0,0,0,0,,,0,,4,38,0,,6,39,0,,3,29,,,9934000,36,8016580,,,11,26,0,30,0,12,38,22,22,38,11,4809920,7,0,16,28,1249,,2,,18,0,11,,12,,29,30,9,,0,6,Tuesday,,30,2,29,3,22,0,926,14217,6,28,,0,0,,28,,9,0,4810230,11,,36,4808650,40,19,9934,57,36,,2016,4,15070020,,0,7,0,,7,22,6,0,,7,24,2,28,,4805940,0,,29,,,21,7,38,26,39,,24,,6,,36,,1
3871,2016-06-09 21:00:00,0,0,1,9,15,28,32,41,27,0,0,0,0,,,0,,9,28,0,,1,34,0,,5,38,,,13092000,21,8722620,,,26,30,0,36,0,16,30,24,24,30,10,5233650,22,0,23,20,1433,,2,,9,0,10,,16,,38,32,7,,0,6,Thursday,,36,2,35,5,27,0,1063,15588,1,28,,0,0,,20,,7,0,5233650,26,,28,5230450,41,15,13092,69,21,,2016,9,16523280,,0,21,0,,9,27,12,0,,21,15,1,28,,5229960,0,,35,,,28,22,28,30,34,,15,,12,,28,,2
3872,2016-06-12 21:00:00,0,0,2,9,21,25,26,38,10,1,3047716110,0,0,,,0,,7,34,0,,2,38,0,,2,36,,,18819000,22,12926880,,,12,24,0,41,0,21,25,30,30,25,16,7756280,8,0,28,21,2151,,3,,9,0,16,,21,,36,26,7,,0,6,Sunday,,41,3,26,2,21,0,1500,24324,2,31,,0,0,,21,,7,0,7756120,12,,24,7765110,38,21,18819,97,22,,2016,7,25540200,,0,7,0,,12,21,5,0,,7,18,2,31,,7755000,0,,26,,,25,8,34,24,38,,18,,5,,24,,2
3873,2016-06-14 21:00:00,0,0,8,12,13,17,27,37,41,0,0,0,0,,,0,,13,38,0,,8,40,0,,3,30,,,4580000,37,0,,,9,29,0,36,0,30,39,15,15,39,20,3074250,4,0,25,32,613,,4,,12,0,20,,30,,30,27,23,,0,6,Tuesday,,36,4,32,3,18,0,802,11112,8,27,,0,0,,32,,23,0,3074240,9,,38,3077260,37,13,4580,32,37,,2016,13,11667600,,0,8,0,,14,18,7,0,,8,29,8,27,,4066140,0,,32,,,17,4,38,29,40,,29,,7,,38,,0
3874,2016-06-16 21:00:00,0,0,6,10,23,24,35,36,14,0,0,0,0,,,0,,1,37,0,,5,38,0,,3,40,,,7188000,30,0,,,17,24,0,34,0,19,28,31,31,28,13,3034620,10,0,9,29,852,,2,,10,0,13,,19,,40,35,16,,0,6,Thursday,,34,2,25,3,18,0,543,8812,5,34,,0,0,,29,,16,0,3034680,17,,22,3033120,36,23,7188,44,30,,2016,1,9516960,,0,29,0,,16,18,18,0,,29,23,6,34,,3035370,0,,25,,,24,10,37,24,38,,23,,18,,22,,0
3875,2016-06-19 21:00:00,0,0,1,5,14,28,30,32,10,0,0,0,0,,,0,,2,35,0,,2,32,0,,7,37,,,11274000,31,16826180,,,14,37,0,40,0,11,28,17,17,28,4,3986730,10,0,33,10,1525,,3,,5,0,4,,11,,37,30,7,,0,6,Sunday,,40,3,39,7,30,0,933,13571,2,29,,0,0,,10,,7,0,3986820,14,,17,3995500,32,14,11274,81,31,,2016,2,14249550,,0,16,0,,19,30,10,0,,16,7,1,29,,3983910,0,,39,,,28,10,35,37,32,,7,,10,,17,,1
3876,2016-06-21 21:00:00,0,0,2,3,4,26,28,31,40,0,0,0,0,,,0,,14,34,0,,8,41,0,,6,37,,,4445000,28,0,,,16,22,0,27,0,21,36,32,32,36,16,3811500,5,0,25,23,527,,5,,3,0,16,,21,,37,28,19,,0,6,Tuesday,,27,5,23,6,20,0,691,11300,8,36,,0,0,,23,,19,0,2895790,16,,30,2898500,31,4,4445,19,28,,2016,14,11865000,,0,25,0,,21,20,16,0,,25,17,2,36,,3835050,0,,23,,,26,5,34,22,41,,17,,16,,30,,0
3877,2016-06-23 21:00:00,0,0,2,3,8,30,32,41,14,0,0,0,0,,,0,,3,27,0,,3,34,0,,13,31,,,7687000,26,0,,,21,32,0,34,0,15,32,21,21,32,12,3230450,7,0,5,25,891,,4,,3,0,12,,15,,31,32,7,,0,6,Thursday,,34,4,33,13,23,0,513,9024,3,22,,0,0,,25,,7,0,3230400,21,,23,3234330,41,8,7687,30,26,,2016,3,10197120,,0,18,0,,23,23,16,0,,18,21,2,22,,3231900,0,,33,,,30,7,27,32,34,,21,,16,,23,,0
3878,2016-06-26 21:00:00,0,0,2,4,16,27,35,36,8,0,0,0,0,,,0,,13,38,0,,11,37,0,,8,41,,,13817000,32,17802130,,,4,27,0,41,0,22,29,16,16,29,22,4555110,3,0,21,28,1947,,3,,4,0,22,,22,,41,35,15,,0,6,Sunday,,41,3,29,8,7,0,936,13939,11,17,,0,0,,28,,15,0,4554660,4,,24,4555980,36,16,13817,103,32,,2016,13,14635950,,0,10,0,,26,7,9,0,,10,26,2,17,,4558320,0,,29,,,27,3,38,27,37,,26,,9,,24,,1
3879,2016-06-28 21:00:00,0,0,12,16,17,21,38,40,8,0,0,0,0,,,0,,6,28,0,,1,38,0,,3,35,,,7453000,25,4959550,,,10,26,0,38,0,20,25,23,23,25,8,2975760,3,0,9,24,772,,3,,16,0,8,,20,,35,38,16,,0,6,Tuesday,,38,3,30,3,15,0,364,6255,1,24,,0,0,,24,,16,0,2975760,10,,23,2972200,40,17,7453,18,25,,2016,6,9382500,,0,19,0,,28,15,18,0,,19,10,12,24,,2977520,0,,30,,,21,3,28,26,38,,10,,18,,23,,1
3880,2016-06-30 21:00:00,0,0,1,3,4,14,17,21,37,1,984809910,0,0,,,0,,15,39,0,,3,32,0,,10,38,,,6217000,29,0,,,22,28,0,33,0,24,29,30,30,29,18,4417620,7,0,51,25,825,,2,,3,0,18,,24,,38,17,11,,0,6,Thursday,,33,2,31,10,25,0,1521,19609,3,32,,0,0,,25,,11,0,3809080,22,,26,3811500,21,4,6217,44,29,,2016,15,20589450,,0,26,0,,30,25,24,0,,26,21,1,32,,7103070,0,,31,,,14,7,39,28,32,,21,,24,,26,,0
3881,2016-07-03 21:00:00,0,0,4,17,23,24,34,35,5,0,0,0,0,,,0,,1,32,0,,4,41,0,,4,30,,,0,27,13372510,,,4,28,0,39,0,19,33,23,23,33,4,4214210,2,0,11,10,0,,8,,17,0,4,,19,,30,34,14,,0,7,Sunday,,39,8,31,4,17,0,0,0,4,25,,0,0,,10,,14,0,4214060,4,,27,0,35,23,0,46,27,,2016,1,0,,0,18,0,,3,17,11,0,,18,6,4,25,,0,0,,31,,,24,2,32,28,41,,6,,11,,27,,1
3882,2016-07-05 21:00:00,0,0,16,20,27,28,34,40,38,1,280407740,0,0,,,0,,18,41,0,,2,30,0,,6,41,,,4583000,36,0,,,4,18,0,36,0,18,23,20,20,23,32,3420240,3,0,12,34,552,,6,,20,0,32,,18,,41,34,10,,0,7,Tuesday,,36,6,28,6,14,0,473,7604,2,21,,0,0,,34,,10,0,3420330,4,,21,3422400,40,27,4583,23,36,,2016,18,10721640,,0,11,0,,5,14,8,0,,11,33,16,21,,3419790,0,,28,,,28,3,41,18,30,,33,,8,,21,,0
3883,2016-07-07 21:00:00,0,0,4,7,11,24,28,37,9,0,0,0,0,,,0,,4,38,0,,10,25,0,,3,34,,,12072000,33,0,,,12,21,0,37,0,17,21,25,25,21,6,3437700,6,0,30,28,1598,,4,,7,0,6,,17,,34,28,11,,0,7,Thursday,,37,4,35,3,20,0,1140,13662,10,26,,0,0,,28,,11,0,3438000,12,,18,3435700,37,11,12072,90,33,,2016,4,14345100,,0,11,0,,7,20,6,0,,11,25,4,26,,3442800,0,,35,,,24,6,38,21,25,,25,,6,,18,,0
3884,2016-07-10 21:00:00,0,0,11,13,15,21,22,31,27,0,0,0,0,,,0,,1,39,0,,7,30,0,,24,35,,,12602000,34,18091170,,,23,31,0,36,0,19,24,32,32,24,3,3996630,13,0,33,20,1753,,6,,13,0,3,,19,,35,22,12,,0,7,Sunday,,36,6,34,24,29,0,1137,15399,7,34,,0,0,,20,,12,0,3996720,23,,20,3996840,31,15,12602,84,34,,2016,1,16168950,,0,29,0,,10,29,26,0,,29,12,11,34,,4002240,0,,34,,,21,13,39,31,30,,12,,26,,20,,1
3885,2016-07-12 21:00:00,0,0,2,7,8,14,28,37,27,0,0,0,0,,,0,,5,39,0,,4,37,0,,5,39,,,9827000,30,5588380,,,4,10,0,34,0,15,30,19,19,30,9,3353000,2,0,14,24,1289,,3,,7,0,9,,15,,39,28,10,,0,7,Tuesday,,34,3,12,5,6,0,943,12790,4,35,,0,0,,24,,10,0,3353350,4,,27,3351400,37,8,9827,77,30,,2016,5,13429500,,0,17,0,,12,6,14,0,,17,15,2,35,,3357080,0,,12,,,14,2,39,10,37,,15,,14,,27,,1
3886,2016-07-14 21:00:00,0,0,5,9,18,30,36,39,1,0,0,0,0,,,0,,2,41,0,,3,27,0,,9,36,,,9756000,34,0,,,14,30,0,41,0,9,22,34,34,22,4,3341650,2,0,13,28,1292,,2,,9,0,4,,9,,36,36,5,,0,7,Thursday,,41,2,33,9,25,0,861,10883,3,35,,0,0,,28,,5,0,3341800,14,,11,3346280,39,18,9756,62,34,,2016,2,11427150,,0,22,0,,14,25,18,0,,22,27,5,35,,3340680,0,,33,,,30,2,41,30,27,,27,,18,,11,,0
3887,2016-07-17 21:00:00,0,0,5,11,25,26,32,37,3,0,0,0,0,,,0,,9,35,1,,3,22,0,,14,30,,,13595000,33,13037010,,,14,20,0,34,0,14,19,20,20,19,20,4480650,1,0,15,27,1435,,2,,11,783210940,20,,14,,30,32,4,,0,7,Sunday,,34,2,28,14,19,0,714,11671,3,27,,0,0,,27,,4,0,4480500,14,,16,4477200,37,25,13595,50,33,,2016,9,14121910,,0,19,0,,17,19,15,0,,19,25,5,27,,4483920,0,,28,,,26,1,35,20,22,,25,,15,,16,,1
3888,2016-07-19 21:00:00,0,0,3,12,13,19,33,40,8,0,0,0,0,,,0,,8,37,0,,10,38,0,,1,34,,,8892000,34,5156310,,,7,12,0,35,0,17,37,15,15,37,17,3093860,6,0,14,24,1155,,3,,12,0,17,,17,,34,33,11,,0,7,Tuesday,,35,3,17,1,9,0,774,10802,10,16,,0,0,,24,,11,0,3093760,7,,30,3095400,40,13,8892,64,34,,2016,8,11342100,,0,14,0,,19,9,9,0,,14,18,3,16,,3096000,0,,17,,,19,6,37,12,38,,18,,9,,30,,1
